index,case_key,opinion_label
7559,a5797,dissent1
7560,a5811,majority
7561,a5811,dissent1
7562,a5823,majority
7563,a5823,dissent1
7564,a5823,majority
7565,a5823,dissent2
7566,a5824,majority
7567,a5824,dissent1
7568,a5828,majority
7569,a5828,dissent1
7570,a5831,majority
7571,a5831,dissent1
7572,a5832,majority
7573,a5832,dissent1
7574,a5832,majority
7575,a5832,dissent2
7576,a5836,majority
7577,a5836,dissent1
7578,a5839,majority
7579,a5839,dissent1
7580,a5840,majority
7581,a5840,dissent1
7582,a5841,majority
7583,a5841,dissent1
7584,a5841,majority
7585,a5841,dissent2
7586,a5842,majority
7587,a5842,dissent1
7588,a5843,majority
7589,a5843,dissent1
7590,a5844,majority
7591,a5844,dissent1
7592,a5844,majority
7593,a5844,dissent2
7594,a5858,majority
7595,a5858,dissent1
7596,a5863,majority
7597,a5863,dissent1
7598,a5864,majority
7599,a5864,dissent1
7600,a5865,majority
7601,a5865,dissent1
7602,a5868,majority
7603,a5868,dissent1
7604,a5869,majority
7605,a5869,dissent1
7606,a5870,majority
7607,a5870,dissent1
7608,a5873,majority
7609,a5873,dissent1
7610,a5874,majority
7611,a5874,dissent1
7612,a5875,majority
7613,a5875,dissent1
7614,a5877,majority
7615,a5877,dissent1
7616,a5878,majority
7617,a5878,dissent1
7618,a5881,majority
7619,a5881,dissent1
7620,a5884,majority
7621,a5884,dissent1
7622,a5885,majority
7623,a5885,dissent1
7624,a5893,majority
7625,a5893,dissent1
7626,a5893,majority
7627,a5893,dissent2
7628,a5894,majority
7629,a5894,dissent1
7630,a5895,majority
7631,a5895,dissent1
7632,a5896,majority
7633,a5896,dissent1
7634,a5896,majority
7635,a5896,dissent2
7636,a5897,majority
7637,a5897,dissent1
7638,a5898,majority
7639,a5898,dissent1
7640,a5899,majority
7641,a5899,dissent1
7642,a5900,majority
7643,a5900,dissent1
7644,a5901,majority
7645,a5901,dissent1
7646,a5902,majority
7647,a5902,dissent1
7648,a5904,majority
7649,a5904,dissent1
7650,a5905,majority
7651,a5905,dissent1
7652,a5906,majority
7653,a5906,dissent1
7654,a5907,majority
7655,a5907,dissent1
7656,a5908,majority
7657,a5908,dissent1
7658,a5909,majority
7659,a5909,dissent1
7660,a5909,majority
7661,a5909,dissent2
7662,a5911,majority
7663,a5911,dissent1
7664,a5912,majority
7665,a5912,dissent1
7666,a5912,majority
7667,a5912,dissent2
7668,a5913,majority
7669,a5913,dissent1
7670,a5915,majority
7671,a5915,dissent1
7672,a5915,majority
7673,a5915,dissent2
7674,a5917,majority
7675,a5917,dissent1
7676,a5926,majority
7677,a5926,dissent1
7678,a5928,majority
7679,a5928,dissent1
7680,a5929,majority
7681,a5929,dissent1
7682,a5929,majority
7683,a5929,dissent2
7684,a5930,majority
7685,a5930,dissent1
7686,a5931,majority
7687,a5931,dissent1
7688,a5932,majority
7689,a5932,dissent1
7690,a5935,majority
7691,a5935,dissent1
7692,a5937,majority
7693,a5937,dissent1
7694,a5940,majority
7695,a5940,dissent1
7696,a5941,majority
7697,a5941,dissent1
7698,a5943,majority
7699,a5943,dissent1
7700,a5943,majority
7701,a5943,dissent2
7702,a5944,majority
7703,a5944,dissent1
7704,a5945,majority
7705,a5945,dissent1
7706,a5945,majority
7707,a5945,dissent2
7708,a5952,majority
7709,a5952,dissent1
7710,a5952,majority
7711,a5952,dissent2
7712,a5953,majority
7713,a5953,dissent1
7714,a5954,majority
7715,a5954,dissent1
7716,a5956,majority
7717,a5956,dissent1
7718,a5957,majority
7719,a5957,dissent1
7720,a5958,majority
7721,a5958,dissent1
7722,a5961,majority
7723,a5961,dissent1
7724,a5964,majority
7725,a5964,dissent1
7726,a5965,majority
7727,a5965,dissent1
7728,a5966,majority
7729,a5966,dissent1
7730,a5967,majority
7731,a5967,dissent1
7732,a5969,majority
7733,a5969,dissent1
7734,a5969,majority
7735,a5969,dissent2
7736,a5971,majority
7737,a5971,dissent1
7738,a5972,majority
7739,a5972,dissent1
7740,a5973,majority
7741,a5973,dissent1
7742,a5991,majority
7743,a5991,dissent1
7744,a5992,majority
7745,a5992,dissent1
7746,a5993,majority
7747,a5993,dissent1
7748,a5994,majority
7749,a5994,dissent1
7750,a5995,majority
7751,a5995,dissent1
7752,a5996,majority
7753,a5996,dissent1
7754,a5997,majority
7755,a5997,dissent1
7756,a5998,majority
7757,a5998,dissent1
7758,a5999,majority
7759,a5999,dissent1
7760,a6000,majority
7761,a6000,dissent1
7762,a6000,majority
7763,a6000,dissent2
7764,a6001,majority
7765,a6001,dissent1
7766,a6002,majority
7767,a6002,dissent1
7768,a6003,majority
7769,a6003,dissent1
7770,a6004,majority
7771,a6004,dissent1
7772,a6005,majority
7773,a6005,dissent1
7774,a6007,majority
7775,a6007,dissent1
7776,a6008,majority
7777,a6008,dissent1
7778,a6010,majority
7779,a6010,dissent1
7780,a6010,majority
7781,a6010,dissent2
7782,a6010,majority
7783,a6010,dissent3
7784,a6010,majority
7785,a6010,dissent4
7786,a6013,majority
7787,a6013,dissent1
7788,a6014,majority
7789,a6014,dissent1
7790,a6025,majority
7791,a6025,dissent1
7792,a6026,majority
7793,a6026,dissent1
7794,a6027,majority
7795,a6027,dissent1
7796,a6028,majority
7797,a6028,dissent1
7798,a6029,majority
7799,a6029,dissent1
7800,a6031,majority
7801,a6031,dissent1
7802,a6037,majority
7803,a6037,dissent1
7804,a6038,majority
7805,a6038,dissent1
7806,a6042,majority
7807,a6042,dissent1
7808,a6043,majority
7809,a6043,dissent1
7810,a6044,majority
7811,a6044,dissent1
7812,a6044,majority
7813,a6044,dissent2
7814,a6045,majority
7815,a6045,dissent1
7816,a6046,majority
7817,a6046,dissent1
7818,a6047,majority
7819,a6047,dissent1
7820,a6048,majority
7821,a6048,dissent1
7822,a6049,majority
7823,a6049,dissent1
7824,a6052,majority
7825,a6052,dissent1
7826,a6052,majority
7827,a6052,dissent2
7828,a6053,majority
7829,a6053,dissent1
7830,a6054,majority
7831,a6054,dissent1
7832,a6055,majority
7833,a6055,dissent1
7834,a6056,majority
7835,a6056,dissent1
7836,a6057,majority
7837,a6057,dissent1
7838,a6058,majority
7839,a6058,dissent1
7840,a6061,majority
7841,a6061,dissent1
7842,a6061,majority
7843,a6061,dissent2
7844,a6061,majority
7845,a6061,dissent3
7846,a6061,majority
7847,a6061,dissent4
7848,a6062,majority
7849,a6062,dissent1
7850,a6063,majority
7851,a6063,dissent1
7852,a6064,majority
7853,a6064,dissent1
7854,a6067,majority
7855,a6067,dissent1
7856,a6069,majority
7857,a6069,dissent1
7858,a6071,majority
7859,a6071,dissent1
7860,a6072,majority
7861,a6072,dissent1
7862,a6075,majority
7863,a6075,dissent1
7864,a6075,majority
7865,a6075,dissent2
7866,a6077,majority
7867,a6077,dissent1
7868,a6079,majority
7869,a6079,dissent1
7870,a6080,majority
7871,a6080,dissent1
7872,a6081,majority
7873,a6081,dissent1
7874,a6082,majority
7875,a6082,dissent1
7876,a6083,majority
7877,a6083,dissent1
7878,a6105,majority
7879,a6105,dissent1
7880,a6106,majority
7881,a6106,dissent1
7882,a6107,majority
7883,a6107,dissent1
7884,a6108,majority
7885,a6108,dissent1
7886,a6109,majority
7887,a6109,dissent1
7888,a6110,majority
7889,a6110,dissent1
7890,a6112,majority
7891,a6112,dissent1
7892,a6113,majority
7893,a6113,dissent1
7894,a6115,majority
7895,a6115,dissent1
7896,a6117,majority
7897,a6117,dissent1
7898,a6118,majority
7899,a6118,dissent1
7900,a6119,majority
7901,a6119,dissent1
7902,a6119,majority
7903,a6119,dissent2
7904,a6121,majority
7905,a6121,dissent1
7906,a6123,majority
7907,a6123,dissent1
7908,a6124,majority
7909,a6124,dissent1
7910,a6125,majority
7911,a6125,dissent1
7912,a6126,majority
7913,a6126,dissent1
7914,a6127,majority
7915,a6127,dissent1
7916,a6128,majority
7917,a6128,dissent1
7918,a6128,majority
7919,a6128,dissent2
7920,a6129,majority
7921,a6129,dissent1
7922,a6129,majority
7923,a6129,dissent2
7924,a6129,majority
7925,a6129,dissent3
7926,a6130,majority
7927,a6130,dissent1
7928,a6166,majority
7929,a6166,dissent1
7930,a6166,majority
7931,a6166,dissent2
7932,a6171,majority
7933,a6171,dissent1
7934,a6173,majority
7935,a6173,dissent1
7936,a6177,majority
7937,a6177,dissent1
7938,a6178,majority
7939,a6178,dissent1
7940,a6181,majority
7941,a6181,dissent1
7942,a6184,majority
7943,a6184,dissent1
7944,a6185,majority
7945,a6185,dissent1
7946,a6185,majority
7947,a6185,dissent2
7948,a6186,majority
7949,a6186,dissent1
7950,a6203,majority
7951,a6203,dissent1
7952,a6206,majority
7953,a6206,dissent1
7954,a6208,majority
7955,a6208,dissent1
7956,a6210,majority
7957,a6210,dissent1
7958,a6212,majority
7959,a6212,dissent1
7960,a6213,majority
7961,a6213,dissent1
7962,a6215,majority
7963,a6215,dissent1
7964,a6219,majority
7965,a6219,dissent1
7966,a6219,majority
7967,a6219,dissent2
7968,a6220,majority
7969,a6220,dissent1
7970,a6221,majority
7971,a6221,dissent1
7972,a6223,majority
7973,a6223,dissent1
7974,a6224,majority
7975,a6224,dissent1
7976,a6225,majority
7977,a6225,dissent1
7978,a6227,majority
7979,a6227,dissent1
7980,a6228,majority
7981,a6228,dissent1
7982,a6229,majority
7983,a6229,dissent1
7984,a6230,majority
7985,a6230,dissent1
7986,a6232,majority
7987,a6232,dissent1
7988,a6233,majority
7989,a6233,dissent1
7990,a6234,majority
7991,a6234,dissent1
7992,a6234,majority
7993,a6234,dissent2
7994,a6234,majority
7995,a6234,dissent3
7996,a6235,majority
7997,a6235,dissent1
7998,a6236,majority
7999,a6236,dissent1
8000,a6238,majority
8001,a6238,dissent1
8002,a6239,majority
8003,a6239,dissent1
8004,a6242,majority
8005,a6242,dissent1
8006,a6243,majority
8007,a6243,dissent1
8008,a6244,majority
8009,a6244,dissent1
8010,a6244,majority
8011,a6244,dissent2
8012,a6245,majority
8013,a6245,dissent1
8014,a6245,majority
8015,a6245,dissent2
8016,a6245,majority
8017,a6245,dissent3
8018,a6246,majority
8019,a6246,dissent1
8020,a6247,majority
8021,a6247,dissent1
8022,a6250,majority
8023,a6250,dissent1
8024,a6252,majority
8025,a6252,dissent1
8026,a6252,majority
8027,a6252,dissent2
8028,a6254,majority
8029,a6254,dissent1
8030,a6257,majority
8031,a6257,dissent1
8032,a6258,majority
8033,a6258,dissent1
8034,a6259,majority
8035,a6259,dissent1
8036,a6261,majority
8037,a6261,dissent1
8038,a6261,majority
8039,a6261,dissent2
8040,a6262,majority
8041,a6262,dissent1
8042,a6263,majority
8043,a6263,dissent1
8044,a6263,majority
8045,a6263,dissent2
8046,a6264,majority
8047,a6264,dissent1
8048,a6268,majority
8049,a6268,dissent1
8050,a6269,majority
8051,a6269,dissent1
8052,a6270,majority
8053,a6270,dissent1
8054,a6272,majority
8055,a6272,dissent1
8056,a6273,majority
8057,a6273,dissent1
8058,a6273,majority
8059,a6273,dissent2
8060,a6275,majority
8061,a6275,dissent1
8062,a6276,majority
8063,a6276,dissent1
8064,a6278,majority
8065,a6278,dissent1
8066,a6279,majority
8067,a6279,dissent1
8068,a6281,majority
8069,a6281,dissent1
8070,a6282,majority
8071,a6282,dissent1
8072,a6282,majority
8073,a6282,dissent2
8074,a6283,majority
8075,a6283,dissent1
8076,a6286,majority
8077,a6286,dissent1
8078,a6286,majority
8079,a6286,dissent2
8080,a6287,majority
8081,a6287,dissent1
8082,a6287,majority
8083,a6287,dissent2
8084,a6287,majority
8085,a6287,dissent3
8086,a6289,majority
8087,a6289,dissent1
8088,a6290,majority
8089,a6290,dissent1
8090,a6292,majority
8091,a6292,dissent1
8092,a6293,majority
8093,a6293,dissent1
8094,a6295,majority
8095,a6295,dissent1
8096,a6295,majority
8097,a6295,dissent2
8098,a6296,majority
8099,a6296,dissent1
8100,a6297,majority
8101,a6297,dissent1
8102,a6298,majority
8103,a6298,dissent1
8104,a6299,majority
8105,a6299,dissent1
8106,a6302,majority
8107,a6302,dissent1
8108,a6304,majority
8109,a6304,dissent1
8110,a6304,majority
8111,a6304,dissent2
8112,a6305,majority
8113,a6305,dissent1
8114,a6305,majority
8115,a6305,dissent2
8116,a6306,majority
8117,a6306,dissent1
8118,a6307,majority
8119,a6307,dissent1
8120,a6309,majority
8121,a6309,dissent1
8122,a6310,majority
8123,a6310,dissent1
8124,a6310,majority
8125,a6310,dissent2
8126,a6310,majority
8127,a6310,dissent3
8128,a6313,majority
8129,a6313,dissent1
8130,a6314,majority
8131,a6314,dissent1
8132,a6314,majority
8133,a6314,dissent2
8134,a6315,majority
8135,a6315,dissent1
8136,a6317,majority
8137,a6317,dissent1
8138,a6319,majority
8139,a6319,dissent1
8140,a6320,majority
8141,a6320,dissent1
8142,a6321,majority
8143,a6321,dissent1
8144,a6321,majority
8145,a6321,dissent2
8146,a6323,majority
8147,a6323,dissent1
8148,a6324,majority
8149,a6324,dissent1
8150,a6326,majority
8151,a6326,dissent1
8152,a6328,majority
8153,a6328,dissent1
8154,a6329,majority
8155,a6329,dissent1
8156,a6332,majority
8157,a6332,dissent1
8158,a6333,majority
8159,a6333,dissent1
8160,a6334,majority
8161,a6334,dissent1
8162,a6335,majority
8163,a6335,dissent1
8164,a6335,majority
8165,a6335,dissent2
8166,a6336,majority
8167,a6336,dissent1
8168,a6336,majority
8169,a6336,dissent2
8170,a6337,majority
8171,a6337,dissent1
8172,a6339,majority
8173,a6339,dissent1
8174,a6341,majority
8175,a6341,dissent1
8176,a6344,majority
8177,a6344,dissent1
8178,a6344,majority
8179,a6344,dissent2
8180,a6347,majority
8181,a6347,dissent1
8182,a6353,majority
8183,a6353,dissent1
8184,a6353,majority
8185,a6353,dissent2
8186,a6355,majority
8187,a6355,dissent1
8188,a6355,majority
8189,a6355,dissent2
8190,a6356,majority
8191,a6356,dissent1
8192,a6358,majority
8193,a6358,dissent1
8194,a6359,majority
8195,a6359,dissent1
8196,a6361,majority
8197,a6361,dissent1
8198,a6361,majority
8199,a6361,dissent2
8200,a6362,majority
8201,a6362,dissent1
8202,a6362,majority
8203,a6362,dissent2
8204,a6364,majority
8205,a6364,dissent1
8206,a6364,majority
8207,a6364,dissent2
8208,a6365,majority
8209,a6365,dissent1
8210,a6366,majority
8211,a6366,dissent1
8212,a6366,majority
8213,a6366,dissent2
8214,a6371,majority
8215,a6371,dissent1
8216,a6372,majority
8217,a6372,dissent1
8218,a6373,majority
8219,a6373,dissent1
8220,a6374,majority
8221,a6374,dissent1
8222,a6375,majority
8223,a6375,dissent1
8224,a6375,majority
8225,a6375,dissent2
8226,a6376,majority
8227,a6376,dissent1
8228,a6377,majority
8229,a6377,dissent1
8230,a6378,majority
8231,a6378,dissent1
8232,a6379,majority
8233,a6379,dissent1
8234,a6383,majority
8235,a6383,dissent1
8236,a6384,majority
8237,a6384,dissent1
8238,a6385,majority
8239,a6385,dissent1
8240,a6387,majority
8241,a6387,dissent1
8242,a6387,majority
8243,a6387,dissent2
8244,a6388,majority
8245,a6388,dissent1
8246,a6389,majority
8247,a6389,dissent1
8248,a6390,majority
8249,a6390,dissent1
8250,a6391,majority
8251,a6391,dissent1
8252,a6393,majority
8253,a6393,dissent1
8254,a6393,majority
8255,a6393,dissent2
8256,a6394,majority
8257,a6394,dissent1
8258,a6394,majority
8259,a6394,dissent2
8260,a6394,majority
8261,a6394,dissent3
8262,a6395,majority
8263,a6395,dissent1
8264,a6400,majority
8265,a6400,dissent1
8266,a6400,majority
8267,a6400,dissent2
8268,a6402,majority
8269,a6402,dissent1
8270,a6402,majority
8271,a6402,dissent2
8272,a6402,majority
8273,a6402,dissent3
8274,a6403,majority
8275,a6403,dissent1
8276,a6404,majority
8277,a6404,dissent1
8278,a6405,majority
8279,a6405,dissent1
8280,a6405,majority
8281,a6405,dissent2
8282,a6406,majority
8283,a6406,dissent1
8284,a6410,majority
8285,a6410,dissent1
8286,a6412,majority
8287,a6412,dissent1
8288,a6413,majority
8289,a6413,dissent1
8290,a6414,majority
8291,a6414,dissent1
8292,a6416,majority
8293,a6416,dissent1
8294,a6417,majority
8295,a6417,dissent1
8296,a6417,majority
8297,a6417,dissent2
8298,a6418,majority
8299,a6418,dissent1
8300,a6419,majority
8301,a6419,dissent1
8302,a6420,majority
8303,a6420,dissent1
8304,a6421,majority
8305,a6421,dissent1
8306,a6425,majority
8307,a6425,dissent1
8308,a6426,majority
8309,a6426,dissent1
8310,a6427,majority
8311,a6427,dissent1
8312,a6428,majority
8313,a6428,dissent1
8314,a6430,majority
8315,a6430,dissent1
8316,a6432,majority
8317,a6432,dissent1
8318,a6432,majority
8319,a6432,dissent2
8320,a6432,majority
8321,a6432,dissent3
8322,a6434,majority
8323,a6434,dissent1
8324,a6434,majority
8325,a6434,dissent2
8326,a6437,majority
8327,a6437,dissent1
8328,a6438,majority
8329,a6438,dissent1
8330,a6438,majority
8331,a6438,dissent2
8332,a6439,majority
8333,a6439,dissent1
8334,a6440,majority
8335,a6440,dissent1
8336,a6440,majority
8337,a6440,dissent2
8338,a6442,majority
8339,a6442,dissent1
8340,a6445,majority
8341,a6445,dissent1
8342,a6446,majority
8343,a6446,dissent1
8344,a6446,majority
8345,a6446,dissent2
8346,a6448,majority
8347,a6448,dissent1
8348,a6450,majority
8349,a6450,dissent1
8350,a6452,majority
8351,a6452,dissent1
8352,a6453,majority
8353,a6453,dissent1
8354,a6454,majority
8355,a6454,dissent1
8356,a6454,majority
8357,a6454,dissent2
8358,a6455,majority
8359,a6455,dissent1
8360,a6456,majority
8361,a6456,dissent1
8362,a6457,majority
8363,a6457,dissent1
8364,a6458,majority
8365,a6458,dissent1
8366,a6458,majority
8367,a6458,dissent2
8368,a6459,majority
8369,a6459,dissent1
8370,a6460,majority
8371,a6460,dissent1
8372,a6461,majority
8373,a6461,dissent1
8374,a6461,majority
8375,a6461,dissent2
8376,a6463,majority
8377,a6463,dissent1
8378,a6464,majority
8379,a6464,dissent1
8380,a6465,majority
8381,a6465,dissent1
8382,a6465,majority
8383,a6465,dissent2
8384,a6466,majority
8385,a6466,dissent1
8386,a6468,majority
8387,a6468,dissent1
8388,a6468,majority
8389,a6468,dissent2
8390,a6469,majority
8391,a6469,dissent1
8392,a6469,majority
8393,a6469,dissent2
8394,a6470,majority
8395,a6470,dissent1
8396,a6471,majority
8397,a6471,dissent1
8398,a6473,majority
8399,a6473,dissent1
8400,a6474,majority
8401,a6474,dissent1
8402,a6475,majority
8403,a6475,dissent1
8404,a6476,majority
8405,a6476,dissent1
8406,a6477,majority
8407,a6477,dissent1
8408,a6479,majority
8409,a6479,dissent1
8410,a6480,majority
8411,a6480,dissent1
8412,a6480,majority
8413,a6480,dissent2
8414,a6482,majority
8415,a6482,dissent1
8416,a6488,majority
8417,a6488,dissent1
8418,a6491,majority
8419,a6491,dissent1
8420,a6491,majority
8421,a6491,dissent2
8422,a6494,majority
8423,a6494,dissent1
8424,a6495,majority
8425,a6495,dissent1
8426,a6496,majority
8427,a6496,dissent1
8428,a6497,majority
8429,a6497,dissent1
8430,a6498,majority
8431,a6498,dissent1
8432,a6499,majority
8433,a6499,dissent1
8434,a6500,majority
8435,a6500,dissent1
8436,a6503,majority
8437,a6503,dissent1
8438,a6503,majority
8439,a6503,dissent2
8440,a6504,majority
8441,a6504,dissent1
8442,a6505,majority
8443,a6505,dissent1
8444,a6506,majority
8445,a6506,dissent1
8446,a6508,majority
8447,a6508,dissent1
8448,a6509,majority
8449,a6509,dissent1
8450,a6509,majority
8451,a6509,dissent2
8452,a6510,majority
8453,a6510,dissent1
8454,a6512,majority
8455,a6512,dissent1
8456,a6513,majority
8457,a6513,dissent1
8458,a6513,majority
8459,a6513,dissent2
8460,a6515,majority
8461,a6515,dissent1
8462,a6517,majority
8463,a6517,dissent1
8464,a6521,majority
8465,a6521,dissent1
8466,a6522,majority
8467,a6522,dissent1
8468,a6523,majority
8469,a6523,dissent1
8470,a6523,majority
8471,a6523,dissent2
8472,a6524,majority
8473,a6524,dissent1
8474,a6528,majority
8475,a6528,dissent1
8476,a6528,majority
8477,a6528,dissent2
8478,a6530,majority
8479,a6530,dissent1
8480,a6533,majority
8481,a6533,dissent1
8482,a6534,majority
8483,a6534,dissent1
8484,a6537,majority
8485,a6537,dissent1
8486,a6539,majority
8487,a6539,dissent1
8488,a6540,majority
8489,a6540,dissent1
8490,a6541,majority
8491,a6541,dissent1
8492,a6541,majority
8493,a6541,dissent2
8494,a6542,majority
8495,a6542,dissent1
8496,a6545,majority
8497,a6545,dissent1
8498,a6546,majority
8499,a6546,dissent1
8500,a6547,majority
8501,a6547,dissent1
8502,a6547,majority
8503,a6547,dissent2
8504,a6548,majority
8505,a6548,dissent1
8506,a6549,majority
8507,a6549,dissent1
8508,a6550,majority
8509,a6550,dissent1
8510,a6553,majority
8511,a6553,dissent1
8512,a6554,majority
8513,a6554,dissent1
8514,a6555,majority
8515,a6555,dissent1
8516,a6556,majority
8517,a6556,dissent1
8518,a6557,majority
8519,a6557,dissent1
8520,a6558,majority
8521,a6558,dissent1
8522,a6559,majority
8523,a6559,dissent1
8524,a6563,majority
8525,a6563,dissent1
8526,a6564,majority
8527,a6564,dissent1
8528,a6565,majority
8529,a6565,dissent1
8530,a6565,majority
8531,a6565,dissent2
8532,a6567,majority
8533,a6567,dissent1
8534,a6567,majority
8535,a6567,dissent2
8536,a6568,majority
8537,a6568,dissent1
8538,a6568,majority
8539,a6568,dissent2
8540,a6570,majority
8541,a6570,dissent1
8542,a6570,majority
8543,a6570,dissent2
8544,a6575,majority
8545,a6575,dissent1
8546,a6575,majority
8547,a6575,dissent2
8548,a6575,majority
8549,a6575,dissent3
8550,a6576,majority
8551,a6576,dissent1
8552,a6577,majority
8553,a6577,dissent1
8554,a6579,majority
8555,a6579,dissent1
8556,a6581,majority
8557,a6581,dissent1
8558,a6582,majority
8559,a6582,dissent1
8560,a6583,majority
8561,a6583,dissent1
8562,a6588,majority
8563,a6588,dissent1
8564,a6588,majority
8565,a6588,dissent2
8566,a6589,majority
8567,a6589,dissent1
8568,a6589,majority
8569,a6589,dissent2
8570,a6590,majority
8571,a6590,dissent1
8572,a6591,majority
8573,a6591,dissent1
8574,a6593,majority
8575,a6593,dissent1
8576,a6594,majority
8577,a6594,dissent1
8578,a6595,majority
8579,a6595,dissent1
8580,a6595,majority
8581,a6595,dissent2
8582,a6597,majority
8583,a6597,dissent1
8584,a6602,majority
8585,a6602,dissent1
8586,a6602,majority
8587,a6602,dissent2
8588,a6602,majority
8589,a6602,dissent3
8590,a6603,majority
8591,a6603,dissent1
8592,a6605,majority
8593,a6605,dissent1
8594,a6606,majority
8595,a6606,dissent1
8596,a6607,majority
8597,a6607,dissent1
8598,a6608,majority
8599,a6608,dissent1
8600,a6611,majority
8601,a6611,dissent1
8602,a6612,majority
8603,a6612,dissent1
8604,a6612,majority
8605,a6612,dissent2
8606,a6613,majority
8607,a6613,dissent1
8608,a6614,majority
8609,a6614,dissent1
8610,a6615,majority
8611,a6615,dissent1
8612,a6615,majority
8613,a6615,dissent2
8614,a6616,majority
8615,a6616,dissent1
8616,a6616,majority
8617,a6616,dissent2
8618,a6617,majority
8619,a6617,dissent1
8620,a6618,majority
8621,a6618,dissent1
8622,a6618,majority
8623,a6618,dissent2
8624,a6618,majority
8625,a6618,dissent3
8626,a6618,majority
8627,a6618,dissent4
8628,a6622,majority
8629,a6622,dissent1
8630,a6622,majority
8631,a6622,dissent2
8632,a6625,majority
8633,a6625,dissent1
8634,a6625,majority
8635,a6625,dissent2
8636,a6625,majority
8637,a6625,dissent3
8638,a6625,majority
8639,a6625,dissent4
8640,a6626,majority
8641,a6626,dissent1
8642,a6627,majority
8643,a6627,dissent1
8644,a6628,majority
8645,a6628,dissent1
8646,a6629,majority
8647,a6629,dissent1
8648,a6630,majority
8649,a6630,dissent1
8650,a6631,majority
8651,a6631,dissent1
8652,a6633,majority
8653,a6633,dissent1
8654,a6636,majority
8655,a6636,dissent1
8656,a6637,majority
8657,a6637,dissent1
8658,a6641,majority
8659,a6641,dissent1
8660,a6641,majority
8661,a6641,dissent2
8662,a6642,majority
8663,a6642,dissent1
8664,a6643,majority
8665,a6643,dissent1
8666,a6643,majority
8667,a6643,dissent2
8668,a6644,majority
8669,a6644,dissent1
8670,a6645,majority
8671,a6645,dissent1
8672,a6648,majority
8673,a6648,dissent1
8674,a6649,majority
8675,a6649,dissent1
8676,a6650,majority
8677,a6650,dissent1
8678,a6651,majority
8679,a6651,dissent1
8680,a6651,majority
8681,a6651,dissent2
8682,a6652,majority
8683,a6652,dissent1
8684,a6652,majority
8685,a6652,dissent2
8686,a6653,majority
8687,a6653,dissent1
8688,a6654,majority
8689,a6654,dissent1
8690,a6654,majority
8691,a6654,dissent2
8692,a6654,majority
8693,a6654,dissent3
8694,a6656,majority
8695,a6656,dissent1
8696,a6657,majority
8697,a6657,dissent1
8698,a6659,majority
8699,a6659,dissent1
8700,a6661,majority
8701,a6661,dissent1
8702,a6666,majority
8703,a6666,dissent1
8704,a6668,majority
8705,a6668,dissent1
8706,a6670,majority
8707,a6670,dissent1
8708,a6671,majority
8709,a6671,dissent1
8710,a6672,majority
8711,a6672,dissent1
8712,a6672,majority
8713,a6672,dissent2
8714,a6673,majority
8715,a6673,dissent1
8716,a6675,majority
8717,a6675,dissent1
8718,a6676,majority
8719,a6676,dissent1
8720,a6677,majority
8721,a6677,dissent1
8722,a6677,majority
8723,a6677,dissent2
8724,a6678,majority
8725,a6678,dissent1
8726,a6678,majority
8727,a6678,dissent2
8728,a6680,majority
8729,a6680,dissent1
8730,a6681,majority
8731,a6681,dissent1
8732,a6682,majority
8733,a6682,dissent1
8734,a6684,majority
8735,a6684,dissent1
8736,a6684,majority
8737,a6684,dissent2
8738,a6685,majority
8739,a6685,dissent1
8740,a6686,majority
8741,a6686,dissent1
8742,a6686,majority
8743,a6686,dissent2
8744,a6690,majority
8745,a6690,dissent1
8746,a6691,majority
8747,a6691,dissent1
8748,a6693,majority
8749,a6693,dissent1
8750,a6694,majority
8751,a6694,dissent1
8752,a6695,majority
8753,a6695,dissent1
8754,a6695,majority
8755,a6695,dissent2
8756,a6696,majority
8757,a6696,dissent1
8758,a6696,majority
8759,a6696,dissent2
8760,a6698,majority
8761,a6698,dissent1
8762,a6700,majority
8763,a6700,dissent1
8764,a6701,majority
8765,a6701,dissent1
8766,a6703,majority
8767,a6703,dissent1
8768,a6704,majority
8769,a6704,dissent1
8770,a6705,majority
8771,a6705,dissent1
8772,a6708,majority
8773,a6708,dissent1
8774,a6710,majority
8775,a6710,dissent1
8776,a6711,majority
8777,a6711,dissent1
8778,a6711,majority
8779,a6711,dissent2
8780,a6711,majority
8781,a6711,dissent3
8782,a6713,majority
8783,a6713,dissent1
8784,a6714,majority
8785,a6714,dissent1
8786,a6714,majority
8787,a6714,dissent2
8788,a6715,majority
8789,a6715,dissent1
8790,a6715,majority
8791,a6715,dissent2
8792,a6716,majority
8793,a6716,dissent1
8794,a6717,majority
8795,a6717,dissent1
8796,a6717,majority
8797,a6717,dissent2
8798,a6718,majority
8799,a6718,dissent1
8800,a6720,majority
8801,a6720,dissent1
8802,a6722,majority
8803,a6722,dissent1
8804,a6723,majority
8805,a6723,dissent1
8806,a6724,majority
8807,a6724,dissent1
8808,a6724,majority
8809,a6724,dissent2
8810,a6725,majority
8811,a6725,dissent1
8812,a6728,majority
8813,a6728,dissent1
8814,a6729,majority
8815,a6729,dissent1
8816,a6730,majority
8817,a6730,dissent1
8818,a6732,majority
8819,a6732,dissent1
8820,a6734,majority
8821,a6734,dissent1
8822,a6735,majority
8823,a6735,dissent1
8824,a6736,majority
8825,a6736,dissent1
8826,a6737,majority
8827,a6737,dissent1
8828,a6738,majority
8829,a6738,dissent1
